id,customer_id,net_amount,fee_internal_amount,fee_external_amount,category,transaction_date,year_month,cohort_month,created_at
20,594,10000,500,4000,VA_BANK_MANDIRI,2024-07-31,2024-07,2024-07,2024-01-19 03:50:52.805030+00:00
21,594,10000,500,4000,VA_BANK_MANDIRI,2024-08-03,2024-08,2024-07,2024-01-19 03:50:52.805030+00:00
22,578,50000,500,4000,VA_BANK_MANDIRI,2024-08-03,2024-08,2024-08,2024-01-19 03:50:52.805030+00:00
23,2476,100000,500,4000,VA_BANK_BNI,2024-08-09,2024-08,2024-08,2024-01-19 03:50:52.805030+00:00
24,2477,21000,500,4000,VA_BANK_MANDIRI,2024-08-09,2024-08,2024-08,2024-01-19 03:50:52.805030+00:00
25,2477,50000,500,4000,VA_BANK_MANDIRI,2024-08-09,2024-08,2024-08,2024-01-19 03:50:52.805030+00:00
26,2478,50000,500,4000,VA_BANK_MANDIRI,2024-08-09,2024-08,2024-08,2024-01-19 03:50:52.805030+00:00
27,2476,100000,500,4000,VA_BANK_BNI,2024-08-09,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
28,2476,50000,500,4000,VA_BANK_BNI,2024-08-09,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
29,2550,60000,500,4000,VA_BANK_BRI,2024-08-10,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
30,2579,500000,500,4000,VA_BANK_BRI,2024-08-10,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
31,2582,30000,500,4000,VA_BANK_BRI,2024-08-10,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
32,2690,500000,500,4000,VA_BANK_BNI,2024-08-10,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
33,2759,10000,500,4000,VA_BANK_BNI,2024-08-11,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
34,2759,10000,500,4000,VA_BANK_BRI,2024-08-11,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
35,2759,53000,500,4000,VA_BANK_BRI,2024-08-11,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
36,2973,80000,500,4000,VA_BANK_BRI,2024-08-12,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
37,3018,60000,500,4000,VA_BANK_BNI,2024-08-12,2024-08,2024-08,2024-01-27 06:15:43.828559+00:00
38,29676,100000,500,4000,VA_BANK_MANDIRI,2024-11-03,2024-11,2024-11,2024-01-27 06:15:43.828559+00:00
39,20970,77000,500,4000,VA_BANK_BRI,2024-11-06,2024-11,2024-11,2024-01-27 06:15:43.828559+00:00
40,30379,250000,500,4000,VA_BANK_BNI,2024-11-03,2024-11,2024-11,2024-01-29 02:02:33.593914+00:00
41,15885,2000000,500,4000,VA_BANK_BRI,2024-11-03,2024-11,2024-09,2024-01-29 02:02:33.593914+00:00
42,581,10000,500,4000,VA_BANK_BRI,2024-11-07,2024-11,2024-07,2024-01-29 02:02:33.593914+00:00
43,27991,2000000,500,4000,VA_BANK_MANDIRI,2024-11-07,2024-11,2024-10,2024-01-29 02:02:33.593914+00:00
44,25487,5000000,500,4000,VA_BANK_MANDIRI,2024-11-07,2024-11,2024-10,2024-01-29 02:02:33.593914+00:00
45,31597,10000,500,4000,VA_BANK_BRI,2024-11-07,2024-11,2024-11,2024-01-29 02:02:33.593914+00:00
46,15469,10000,500,4000,VA_BANK_BRI,2024-11-07,2024-11,2024-09,2024-01-29 02:02:33.593914+00:00
47,15469,22000,500,4000,VA_BANK_BRI,2024-11-07,2024-11,2024-09,2024-01-29 02:02:33.593914+00:00
48,20137,147000,500,4000,VA_BANK_BRI,2024-11-07,2024-11,2024-11,2024-01-29 02:02:33.593914+00:00
49,30541,167000,500,4000,VA_BANK_MANDIRI,2024-11-03,2024-11,2024-11,2024-01-29 02:02:33.593914+00:00
50,31929,22000,500,4000,VA_BANK_MANDIRI,2024-11-07,2024-11,2024-11,2024-01-29 02:02:33.593914+00:00
51,30536,170000,500,4000,VA_BANK_MANDIRI,2024-11-03,2024-11,2024-11,2024-01-29 02:02:33.593914+00:00
52,16600,10000,500,4000,VA_BANK_MANDIRI,2024-11-03,2024-11,2024-11,2024-01-29 02:02:33.593914+00:00
53,30639,20000,500,4000,VA_BANK_BRI,2024-11-04,2024-11,2024-11,2024-01-29 14:44:42.788036+00:00
54,30639,10000,500,4000,VA_BANK_BRI,2024-11-04,2024-11,2024-11,2024-01-29 14:44:42.788036+00:00
55,2479,100000,500,4000,VA_BANK_MANDIRI,2024-08-09,2024-08,2024-08,2024-01-29 14:44:42.788036+00:00
56,25731,300000,500,4000,VA_BANK_BRI,2024-11-08,2024-11,2024-10,2024-01-29 14:44:42.788036+00:00
57,2457,15000,500,4000,VA_BANK_MANDIRI,2024-08-10,2024-08,2024-08,2024-01-29 14:44:42.788036+00:00
58,32206,1000000,500,4000,VA_BANK_MANDIRI,2024-11-08,2024-11,2024-11,2024-01-29 14:44:42.788036+00:00
59,32351,100000,500,4000,VA_BANK_MANDIRI,2024-11-09,2024-11,2024-11,2024-01-29 14:44:42.788036+00:00
60,32286,100000,500,4000,VA_BANK_BRI,2024-11-08,2024-11,2024-11,2024-01-29 14:44:42.788036+00:00
61,652,20000,500,4000,VA_BANK_BRI,2024-07-18,2024-07,2024-07,2024-01-29 14:44:42.788036+00:00
62,29115,2000000,500,4000,VA_BANK_BNI,2024-11-08,2024-11,2024-11,2024-01-29 14:44:42.788036+00:00
63,619,50000,500,4000,VA_BANK_MANDIRI,2024-07-20,2024-07,2024-07,2024-01-29 14:44:42.788036+00:00
64,27410,2000000,500,4000,VA_BANK_BNI,2024-11-08,2024-11,2024-10,2024-01-29 14:44:42.788036+00:00
65,2579,500000,500,4000,VA_BANK_BRI,2024-11-10,2024-11,2024-08,2024-01-29 14:44:42.788036+00:00
66,30711,174000,500,4000,VA_BANK_BNI,2024-11-04,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
67,32635,200000,500,4000,VA_BANK_MANDIRI,2024-11-10,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
68,9996,46000,500,4000,VA_BANK_MANDIRI,2024-11-10,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
69,4080,2000000,500,4000,VA_BANK_BRI,2024-11-12,2024-11,2024-09,2024-01-29 22:50:06.619899+00:00
70,33316,21000,500,4000,VA_BANK_BRI,2024-11-12,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
71,33198,100000,500,4000,VA_BANK_BNI,2024-11-12,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
72,14326,97000,500,4000,VA_BANK_BNI,2024-11-12,2024-11,2024-09,2024-01-29 22:50:06.619899+00:00
73,33411,100000,500,4000,VA_BANK_BRI,2024-11-13,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
74,29676,51550,500,4000,VA_BANK_MANDIRI,2024-11-04,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
75,2759,10000,500,4000,VA_BANK_BNI,2024-11-13,2024-11,2024-08,2024-01-29 22:50:06.619899+00:00
76,25731,100000,500,4000,VA_BANK_BRI,2024-11-14,2024-11,2024-10,2024-01-29 22:50:06.619899+00:00
77,28273,100000,500,4000,VA_BANK_BRI,2024-11-14,2024-11,2024-10,2024-01-29 22:50:06.619899+00:00
78,33615,60000,500,4000,VA_BANK_BNI,2024-11-14,2024-11,2024-11,2024-01-29 22:50:06.619899+00:00
79,32748,50000,500,4000,VA_BANK_BRI,2024-11-10,2024-11,2024-11,2024-01-29 22:54:27.931244+00:00
80,33479,40000,500,4000,VA_BANK_BRI,2024-11-13,2024-11,2024-11,2024-01-29 22:54:27.931244+00:00
81,5013,1450000,500,4000,VA_BANK_BRI,2024-11-13,2024-11,2024-09,2024-01-29 22:54:27.931244+00:00
82,12351,500000,500,4000,VA_BANK_BRI,2024-11-04,2024-11,2024-10,2024-01-29 22:54:27.931244+00:00
83,33016,647000,500,4000,VA_BANK_BRI,2024-11-13,2024-11,2024-11,2024-01-29 22:54:27.931244+00:00
84,24090,100000,500,4000,VA_BANK_MANDIRI,2024-11-14,2024-11,2024-10,2024-01-29 22:54:27.931244+00:00
85,31079,100000,500,4000,VA_BANK_BRI,2024-11-05,2024-11,2024-11,2024-01-29 22:54:27.931244+00:00
86,23025,50000,500,4000,VA_BANK_BRI,2024-11-11,2024-11,2024-11,2024-01-29 22:54:27.931244+00:00
87,14371,100000,500,4000,VA_BANK_MANDIRI,2024-11-11,2024-11,2024-11,2024-01-29 22:54:27.931244+00:00
88,32748,13333,500,4000,VA_BANK_BRI,2024-11-14,2024-11,2024-11,2024-01-29 22:54:27.931244+00:00
89,24090,500000,500,4000,VA_BANK_MANDIRI,2024-11-14,2024-11,2024-10,2024-10-29 22:54:27.931244+00:00
90,3610,10000,500,4000,VA_BANK_BRI,2024-08-14,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
91,3517,149000,500,4000,VA_BANK_BRI,2024-08-17,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
92,23774,490000,500,4000,VA_BANK_MANDIRI,2024-11-21,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
93,3220,33000,500,4000,VA_BANK_BRI,2024-08-18,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
94,4784,50000,500,4000,VA_BANK_BRI,2024-08-18,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
95,2759,10000,500,4000,VA_BANK_BNI,2024-08-19,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
96,4962,150000,500,4000,VA_BANK_MANDIRI,2024-08-19,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
97,5972,60000,500,4000,VA_BANK_BRI,2024-08-21,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
98,6095,500000,500,4000,VA_BANK_BRI,2024-08-23,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
99,4843,20000,500,4000,VA_BANK_BRI,2024-08-21,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
100,3825,50000,500,4000,VA_BANK_MANDIRI,2024-08-24,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
101,9104,1000000,500,4000,VA_BANK_BRI,2024-08-29,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
102,2759,10000,500,4000,VA_BANK_MANDIRI,2024-08-19,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
103,596,200000,500,4000,VA_BANK_MANDIRI,2024-08-30,2024-08,2024-07,2024-10-29 22:54:27.931244+00:00
104,8889,230000,500,4000,VA_BANK_BNI,2024-08-30,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
105,9590,10000,500,4000,VA_BANK_BNI,2024-08-31,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
106,9104,130000,500,4000,VA_BANK_BRI,2024-09-01,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
107,10246,200000,500,4000,VA_BANK_MANDIRI,2024-09-02,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
108,11455,50000,500,4000,VA_BANK_BRI,2024-09-05,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
109,8889,100000,500,4000,VA_BANK_BNI,2024-09-11,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
110,8889,500000,500,4000,VA_BANK_BNI,2024-09-12,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
111,14270,160000,500,4000,VA_BANK_BRI,2024-09-14,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
112,14270,500000,500,4000,VA_BANK_BRI,2024-09-15,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
113,14822,100000,500,4000,VA_BANK_BRI,2024-09-16,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
114,15137,30000,500,4000,VA_BANK_BNI,2024-09-17,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
115,15614,50000,500,4000,VA_BANK_BRI,2024-09-19,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
116,2457,20000,500,4000,VA_BANK_BRI,2024-09-19,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
117,15665,30000,500,4000,VA_BANK_BRI,2024-09-19,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
118,15755,10000,500,4000,VA_BANK_BRI,2024-09-19,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
119,16137,50000,500,4000,VA_BANK_MANDIRI,2024-09-20,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
120,8889,270000,500,4000,VA_BANK_BNI,2024-09-01,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
121,33016,25000,500,4000,VA_BANK_BNI,2024-11-11,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
122,7442,29000,500,4000,VA_BANK_BRI,2024-09-21,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
123,12560,1312389,500,4000,VA_BANK_BRI,2024-09-21,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
124,33065,500000,500,4000,VA_BANK_BRI,2024-11-12,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
125,15137,500000,500,4000,VA_BANK_BNI,2024-09-24,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
126,18057,1432000,500,4000,VA_BANK_BNI,2024-09-27,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
127,581,100000,500,4000,VA_BANK_MANDIRI,2024-09-26,2024-09,2024-07,2024-10-29 22:54:27.931244+00:00
128,15665,550000,500,4000,VA_BANK_BRI,2024-09-26,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
129,16669,500000,500,4000,VA_BANK_MANDIRI,2024-09-27,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
130,14893,500000,500,4000,VA_BANK_MANDIRI,2024-09-27,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
131,16535,200000,500,4000,VA_BANK_MANDIRI,2024-09-27,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
132,18153,1000000,500,4000,VA_BANK_BNI,2024-09-28,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
133,5947,1000000,500,4000,VA_BANK_BRI,2024-09-29,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
134,10915,500000,500,4000,VA_BANK_MANDIRI,2024-11-12,2024-11,2024-09,2024-10-29 22:54:27.931244+00:00
135,15755,15000,500,4000,VA_BANK_BNI,2024-09-20,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
136,15686,1000000,500,4000,VA_BANK_BRI,2024-09-30,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
137,18811,50000,500,4000,VA_BANK_BNI,2024-09-30,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
138,16135,300000,500,4000,VA_BANK_BNI,2024-10-02,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
139,8889,100000,500,4000,VA_BANK_BRI,2024-10-02,2024-10,2024-08,2024-10-29 22:54:27.931244+00:00
140,2566,213732,500,4000,VA_BANK_BNI,2024-10-02,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
141,8889,300000,500,4000,VA_BANK_BNI,2024-09-10,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
142,9996,97000,500,4000,VA_BANK_BRI,2024-11-02,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
143,9907,47000,500,4000,VA_BANK_BRI,2024-11-02,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
144,26268,47000,500,4000,VA_BANK_BRI,2024-11-02,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
145,6399,35000,500,4000,VA_BANK_BNI,2024-11-15,2024-11,2024-08,2024-10-29 22:54:27.931244+00:00
146,2759,1400000,500,4000,VA_BANK_BNI,2024-10-02,2024-10,2024-08,2024-10-29 22:54:27.931244+00:00
147,578,100000,500,4000,VA_BANK_MANDIRI,2024-11-12,2024-11,2024-08,2024-10-29 22:54:27.931244+00:00
148,15755,10000,500,4000,VA_BANK_BNI,2024-09-19,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
149,8889,500000,500,4000,VA_BANK_BNI,2024-10-03,2024-10,2024-08,2024-10-29 22:54:27.931244+00:00
150,12351,500000,500,4000,VA_BANK_BRI,2024-10-03,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
151,20584,10000,500,4000,VA_BANK_BNI,2024-10-07,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
152,21988,100000,500,4000,VA_BANK_BRI,2024-10-09,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
153,34210,10000,500,4000,VA_BANK_BRI,2024-11-16,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
154,9234,100000,500,4000,VA_BANK_MANDIRI,2024-08-29,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
155,14721,50000,500,4000,VA_BANK_BRI,2024-10-12,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
156,5350,200000,500,4000,VA_BANK_BRI,2024-10-12,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
157,13639,2500000,500,4000,VA_BANK_BNI,2024-10-13,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
158,23021,100000,500,4000,VA_BANK_MANDIRI,2024-10-13,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
159,16735,100000,500,4000,VA_BANK_BRI,2024-10-13,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
160,12124,197000,500,4000,VA_BANK_BNI,2024-10-17,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
161,8889,150000,500,4000,VA_BANK_BNI,2024-10-17,2024-10,2024-08,2024-10-29 22:54:27.931244+00:00
162,24573,500000,500,4000,VA_BANK_BNI,2024-10-18,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
163,16735,100000,500,4000,VA_BANK_BRI,2024-09-27,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
164,18342,4150000,500,4000,VA_BANK_MANDIRI,2024-10-19,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
165,2971,300000,500,4000,VA_BANK_BNI,2024-10-20,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
166,3388,1900000,500,4000,VA_BANK_BRI,2024-10-20,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
167,8889,100000,500,4000,VA_BANK_BNI,2024-09-06,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
168,9104,800000,500,4000,VA_BANK_BRI,2024-09-27,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
169,5947,1000000,500,4000,VA_BANK_BRI,2024-09-29,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
170,17367,100000,500,4000,VA_BANK_BRI,2024-10-17,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
171,25500,3500000,500,4000,VA_BANK_BNI,2024-10-20,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
172,11663,220000,500,4000,VA_BANK_BNI,2024-09-05,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
173,15626,290000,500,4000,VA_BANK_MANDIRI,2024-09-26,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
174,5013,1490000,500,4000,VA_BANK_BRI,2024-10-21,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
175,5972,750000,500,4000,VA_BANK_BRI,2024-10-21,2024-10,2024-08,2024-10-29 22:54:27.931244+00:00
176,22277,3293801,500,4000,VA_BANK_MANDIRI,2024-10-21,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
177,9086,800000,500,4000,VA_BANK_MANDIRI,2024-10-21,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
178,16535,300000,500,4000,VA_BANK_MANDIRI,2024-10-23,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
179,17039,604000,500,4000,VA_BANK_BNI,2024-10-23,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
180,15686,200000,500,4000,VA_BANK_BRI,2024-10-23,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
181,25487,200000,500,4000,VA_BANK_MANDIRI,2024-10-24,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
182,26982,10000,500,4000,VA_BANK_BNI,2024-10-24,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
183,26931,2000000,500,4000,VA_BANK_BNI,2024-10-26,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
184,15614,1957000,500,4000,VA_BANK_BRI,2024-10-26,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
185,20152,200000,500,4000,VA_BANK_BRI,2024-10-26,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
186,8889,500000,500,4000,VA_BANK_BNI,2024-09-14,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
187,27444,100000,500,4000,VA_BANK_MANDIRI,2024-10-27,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
188,14326,205000,500,4000,VA_BANK_BNI,2024-10-27,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
189,27991,550000,500,4000,VA_BANK_BNI,2024-10-27,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
190,15686,500000,500,4000,VA_BANK_BRI,2024-10-28,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
191,28273,25000,500,4000,VA_BANK_BRI,2024-10-29,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
192,23043,2700000,500,4000,VA_BANK_BNI,2024-10-29,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
193,28555,200000,500,4000,VA_BANK_MANDIRI,2024-10-29,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
194,16669,6587456,500,4000,VA_BANK_MANDIRI,2024-10-29,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
195,14326,63000,500,4000,VA_BANK_BNI,2024-10-30,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
196,16735,50000,500,4000,VA_BANK_BRI,2024-10-30,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
197,26931,1500000,500,4000,VA_BANK_BNI,2024-11-01,2024-11,2024-10,2024-10-29 22:54:27.931244+00:00
198,5947,2000000,500,4000,VA_BANK_BRI,2024-11-01,2024-11,2024-08,2024-10-29 22:54:27.931244+00:00
199,25487,4500000,500,4000,VA_BANK_MANDIRI,2024-11-01,2024-11,2024-10,2024-10-29 22:54:27.931244+00:00
200,29261,50000,500,4000,VA_BANK_MANDIRI,2024-11-01,2024-11,2024-11,2024-10-29 22:54:27.931244+00:00
201,13639,2300000,500,4000,VA_BANK_BNI,2024-09-12,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
202,16371,20000,500,4000,VA_BANK_BNI,2024-09-21,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
203,21255,100000,500,4000,VA_BANK_BRI,2024-10-07,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
204,24965,690000,500,4000,VA_BANK_BRI,2024-12-12,2024-12,2024-10,2024-10-29 22:54:27.931244+00:00
205,8889,200000,500,4000,VA_BANK_BNI,2024-09-28,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
206,15885,2000000,500,4000,VA_BANK_BRI,2024-10-09,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
207,5972,70000,500,4000,VA_BANK_BRI,2024-10-21,2024-10,2024-08,2024-10-29 22:54:27.931244+00:00
208,3517,36000,500,4000,VA_BANK_BRI,2024-08-14,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
209,6096,50000,500,4000,VA_BANK_BRI,2024-09-13,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
210,17518,20000,500,4000,VA_BANK_BRI,2024-09-25,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
211,28046,200000,500,4000,VA_BANK_BRI,2024-10-30,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
212,5972,800000,500,4000,VA_BANK_BRI,2024-11-21,2024-11,2024-08,2024-10-29 22:54:27.931244+00:00
213,2566,10000,500,4000,VA_BANK_BNI,2024-09-07,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
214,16779,50000,500,4000,VA_BANK_BRI,2024-09-22,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
215,8889,250000,500,4000,VA_BANK_BNI,2024-09-27,2024-09,2024-08,2024-10-29 22:54:27.931244+00:00
216,24702,50000,500,4000,VA_BANK_BNI,2024-10-18,2024-10,2024-10,2024-10-29 22:54:27.931244+00:00
217,13295,116000,500,4000,VA_BANK_MANDIRI,2024-09-25,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
218,26931,10000,500,4000,VA_BANK_BNI,2024-11-01,2024-11,2024-10,2024-10-29 22:54:27.931244+00:00
219,44729,100000,500,4000,VA_BANK_BNI,2025-01-18,2025-01,2025-01,2024-10-29 22:54:27.931244+00:00
220,16735,700000,500,4000,VA_BANK_BRI,2024-09-29,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
221,15653,1000000,500,4000,VA_BANK_MANDIRI,2024-10-28,2024-10,2024-09,2024-10-29 22:54:27.931244+00:00
222,16735,50000,500,4000,VA_BANK_BRI,2024-12-11,2024-12,2024-09,2024-10-29 22:54:27.931244+00:00
223,15665,100000,500,4000,VA_BANK_BRI,2024-09-21,2024-09,2024-09,2024-10-29 22:54:27.931244+00:00
224,4843,10000,500,4000,VA_BANK_BRI,2024-08-18,2024-08,2024-08,2024-10-29 22:54:27.931244+00:00
